repo_name,repo_slug,is_private,category,admin_owner,write_access,read_access,ventures_served
iza-os-marketing-automation-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-discovery-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-integration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-intelligence-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-management-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-monitoring-bot,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-marketing-automation-optimization-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-orchestration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-processing-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-reporting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-automation-synthesis-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-marketing-core,,yes,other,COO,COO,tech-team,
iza-os-mcp,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-ml,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-mobile,,yes,other,COO,COO,tech-team,
iza-os-model-training,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-monitoring,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-monitoring-integration,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-nft-platform,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-nlp-pipeline,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-notification-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-analytics-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-automation-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-core,,yes,other,COO,COO,tech-team,
iza-os-operations-integration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-intelligence-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-monitoring-bot,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-operations-optimization-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-operations-reporting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-ops,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-orchestrator,,yes,other,COO,COO,tech-team,
iza-os-platform-core,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-playgrounds,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-predictive-analytics-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-predictive-modeling,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-project-management-alerting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-analytics-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-automation-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-discovery-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-integration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-intelligence-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-management-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-monitoring-bot,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-project-management-optimization-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-orchestration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-processing-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-reporting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-security-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-project-management-synthesis-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-prompt-engineering,,yes,other,COO,COO,tech-team,
iza-os-quality-assurance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-rag-system,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-recommendation-engine,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-revenue,,yes,other,COO,COO,tech-team,
iza-os-sales-automation-alerting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-analytics-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-automation-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-discovery-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-integration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-intelligence-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-management-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-monitoring-bot,,yes,infrastructure,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-sales-automation-optimization-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-orchestration-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-processing-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-reporting-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-security-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-automation-synthesis-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-sales-core,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,EC-001-Angels-in-Daylight|EC-002-New-World-Apparel|EC-003-Shopify-Autopilot|EC-004-Shoe-Customizer|EC-005-Sunglasses-AI|EC-006-Dropship-Hub|EC-007-Personal-Shopper-AI|EC-008-Custom-Sneaker-AI|EC-009-Sustainable-Fashion-AI|EC-010-Jewelry-Designer-AI|EC-011-Virtual-Try-On-AI|EC-012-Fashion-Designer-AI|EC-013-Merch-Licensing|EC-014-Subscription-Box-AI|EC-015-Surf-Gear-AI|EC-016-Ski-Gear-AI|EC-017-Golf-Gear-AI|EC-018-Fishing-Gear-AI|EC-019-Yoga-Gear-AI|EC-020-Costume-Shop-AI|EC-021-Luggage-AI|EC-022-Home-Appliance-AI|EC-023-Tool-Shop-AI|EC-024-Garden-Supply-AI|EC-025-Collectible-AI|EC-026-Hobby-Shop-AI|EC-027-Kids-Toy-Line|EC-028-NFT-Fashion-Licensing|EC-029-Instant-Brand-Generator|EC-030-AI-Product-Photographer|EC-031-Automated-Inventory-Forecaster|EC-032-Dynamic-Pricing-Engine|EC-033-Ad-Optimizer-AI|EC-034-Recommendation-Engine|EC-035-Review-Aggregator-AI|EC-036-Fulfillment-Network-AI|EC-037-Return-Optimization-AI|EC-038-Chatbot-Customer-Service|EC-039-Visual-Search-AI|EC-040-Abandoned-Cart-Recovery|EC-041-Seasonal-Trend-Predictor|EC-042-Influencer-Matchmaker|EC-043-UGC-Content-Aggregator|EC-044-Live-Commerce-Platform|EC-045-AR-Virtual-Fitting-Room|EC-046-3D-Product-Viewer|EC-047-Carbon-Footprint-Tracker|EC-048-Wholesale-Marketplace-AI|EC-049-Rental-Marketplace|EC-050-AI-Product-Descriptions|EC-051-AI-Email-Marketing|EC-052-AI-Product-Bundler|EC-053-AI-Visual-Merchandiser|EC-054-AI-Demand-Forecasting|EC-055-AI-Warehouse-Management|EC-056-AI-Supplier-Matching|EC-057-AI-Quality-Control|EC-058-AI-Packaging-Designer|EC-059-AI-Logistics-Planner|EC-060-AI-Customer-Loyalty|EC-061-AI-Gift-Finder|EC-062-AI-Trend-Hunter|EC-063-AI-Market-Research|EC-064-AI-Competitor-Watcher|EC-065-AI-Product-Development|EC-066-AI-Customer-Journey|EC-067-AI-Payment-Optimization|EC-068-AI-Returns-Management|EC-069-AI-Shipping-Labeler|EC-070-AI-Product-Launch-Coach|EC-071-AI-Vendor-Negotiator|EC-072-AI-Product-Cataloger|EC-073-AI-Order-Prioritizer|EC-074-AI-Customer-Segmentation|EC-075-AI-Pricing-Analyst|EC-076-AI-Sales-Forecasting|EC-077-AI-Inventory-Reordering|EC-078-AI-Product-Comparison|EC-079-AI-Customer-Feedback|EC-080-AI-Product-Updates|EC-081-AI-Cross-Selling|EC-082-AI-Up-Selling|EC-083-AI-Product-Education|EC-084-AI-Purchase-Timing|EC-085-AI-Customer-Support|EC-086-AI-Order-Tracking|EC-087-AI-Product-Reviews|EC-088-AI-Customer-Community|EC-089-AI-Product-Customization|EC-090-AI-Gift-Registry|EC-091-AI-Wedding-Registry|EC-092-AI-Baby-Registry|EC-093-AI-Holiday-Planner|EC-094-AI-Personal-Shopper|EC-095-AI-Color-Match|EC-096-AI-Fabric-Advisor|EC-097-AI-Fit-Recommendation|EC-098-AI-Outfit-Builder|EC-099-AI-Seasonal-Forecast|EC-100-AI-Wardrobe-Planner|EC-101-AI-Accessory-Match|EC-102-AI-Shoe-Match|EC-103-AI-Jewelry-Match|EC-104-AI-Bag-Match|EC-105-AI-Color-Palette|EC-106-AI-Outfit-Recycling|EC-107-AI-Style-Evolution|EC-108-AI-Budget-Stylist|EC-109-AI-Trend-Archive|EC-110-AI-Vintage-Advisor|TECH-001-Quantum-Algorithm-AI|TECH-002-AI-Compliance-Scanner|TECH-003-Cloud-Management-AI|TECH-004-Robotics-Training-AI|TECH-005-Customer-Insights-AI|TECH-006-Voice-Assistant-AI|TECH-007-Blockchain-Verifier-AI|TECH-008-Cybersecurity-Shield|TECH-009-Content-Studio-AI|TECH-010-Smart-Home-AI|TECH-011-Supply-Chain-Optimizer|TECH-012-Data-Visualization-AI|TECH-013-Workflow-Automation|TECH-014-Sentiment-Analyzer|TECH-015-Image-Recognition-AI|TECH-016-Video-Editor-AI|TECH-017-Speech-to-Text-AI|TECH-018-Text-to-Speech-AI|TECH-019-Fraud-Prevention-AI|TECH-020-Recommendation-Engine|TECH-021-Network-Security-AI|TECH-022-Database-Optimizer|TECH-023-AI-Testing-Platform|TECH-024-Virtual-Assistant-Builder|TECH-025-Machine-Learning-Builder|TECH-026-AI-Ethics-Auditor|TECH-027-Predictive-Analytics-AI|TECH-028-AI-Training-Platform|TECH-029-Digital-Twin-AI|TECH-030-AI-Monitoring-System|TECH-031-Edge-Computing-AI|TECH-032-AI-Integration-Hub|TECH-033-Quantum-Algorithm-AI|TECH-034-AI-Compliance-Scanner|TECH-035-Cloud-Management-AI|TECH-036-Robotics-Training-AI|TECH-037-Customer-Insights-AI|TECH-038-Voice-Assistant-AI|TECH-039-Blockchain-Verifier-AI|TECH-040-Cybersecurity-Shield|TECH-041-Content-Studio-AI|TECH-042-Smart-Home-AI|TECH-043-Supply-Chain-Optimizer|TECH-044-Data-Visualization-AI|TECH-045-Workflow-Automation|TECH-046-Sentiment-Analyzer|TECH-047-Image-Recognition-AI|TECH-048-Video-Editor-AI|TECH-049-Speech-to-Text-AI|TECH-050-Text-to-Speech-AI|TECH-051-Fraud-Prevention-AI|TECH-052-Recommendation-Engine|TECH-053-Network-Security-AI|TECH-054-Database-Optimizer|TECH-055-AI-Testing-Platform|TECH-056-Virtual-Assistant-Builder|TECH-057-Machine-Learning-Builder|TECH-058-AI-Ethics-Auditor|TECH-059-Predictive-Analytics-AI|TECH-060-AI-Training-Platform|OPS-001-Fractional-CTO-Agency|OPS-002-Supply-Chain-Optimizer|OPS-003-Event-Planning-AI|OPS-004-Inventory-Management-AI|OPS-005-Project-Management-AI|OPS-006-Document-Automation-AI|OPS-007-Meeting-Assistant-AI|OPS-008-Recruitment-AI|OPS-009-Onboarding-AI|OPS-010-Training-Platform-AI|OPS-011-Performance-Review-AI|OPS-012-IT-Support-AI|OPS-013-Facilities-Management-AI|OPS-014-Travel-Booking-AI|OPS-015-Expense-Management-AI|OPS-016-Contract-Management-AI|OPS-017-Compliance-Monitoring-AI|OPS-018-Quality-Control-AI|OPS-019-Asset-Management-AI|OPS-020-Time-Tracking-AI|OPS-021-Document-Security-AI|OPS-022-Knowledge-Management-AI|OPS-023-Meeting-Transcription-AI|OPS-024-Task-Automation-AI|OPS-025-Resource-Allocation-AI|OPS-026-Budget-Planning-AI|OPS-027-Cost-Optimization-AI|OPS-028-Procurement-AI|OPS-029-Vendor-Management-AI|OPS-030-Contract-Negotiation-AI|OPS-031-Legal-Document-AI|OPS-032-Compliance-Reporting-AI|OPS-033-Training-Content-AI|OPS-034-Employee-Engagement-AI|OPS-035-Succession-Planning-AI|OPS-036-Workspace-Design-AI|OPS-037-Energy-Efficiency-AI|OPS-038-Security-Monitoring-AI|OPS-039-Health-Safety-AI|OPS-040-Disaster-Recovery-AI|OPS-041-IT-Asset-Management|OPS-042-Cloud-Cost-Management|OPS-043-Data-Governance-AI|OPS-044-Network-Monitoring-AI|OPS-045-Software-Licensing-AI|OPS-046-IT-Procurement-AI|OPS-047-System-Integration-AI|OPS-048-Data-Backup-AI|OPS-049-Business-Continuity-AI|OPS-050-Compliance-Audit-AI|OPS-051-Document-Collaboration-AI|OPS-052-Video-Conferencing-AI|OPS-053-Email-Management-AI|OPS-054-Calendar-Optimization-AI|OPS-055-Project-Budget-AI|OPS-056-Resource-Forecasting-AI|OPS-057-Task-Prioritization-AI|OPS-058-Time-Management-AI|OPS-059-Meeting-Minutes-AI|OPS-060-Document-Translation-AI|OPS-061-Form-Automation-AI|OPS-062-Report-Generation-AI|OPS-063-Dashboard-Creation-AI|OPS-064-Analytics-Platform-AI|OPS-065-Data-Cleaning-AI|OPS-066-Workflow-Management-AI|EDU-001-Youth-Entrepreneurship-Curriculum|EDU-002-AI-Literacy-Program|EDU-003-Coding-Mentor-Certification|EDU-004-Real-Estate-Licensing-Prep|EDU-005-Coding-Bootcamp|EDU-006-Homeschooling-Content-AI|EDU-007-AI-Tutoring-Platform|EDU-008-Branding-Templates-Marketplace|EDU-009-Voiceover-Script-Library|EDU-010-Trade-Skills-Bootcamp|EDU-011-Franchise-Blueprint-System|EDU-012-Low-Income-Housing-Blueprint|EDU-013-Automated-Empire-Book|EDU-014-BIPOC-Creator-Incubator|EDU-015-AI-Legal-Doc-Generator|EDU-016-Virtual-Black-Art-Museum|EDU-017-AI-Coding-Tutor|EDU-018-Online-Course-Creator|EDU-019-Executive-Education-Program|EDU-020-Youth-STEM-Program|EDU-021-Remote-Work-Certification|EDU-022-AI-Research-Assistant|EDU-023-Personal-Finance-Coach|EDU-024-Language-Learning-AI|EDU-025-Test-Preparation-AI|EDU-026-Corporate-Training-AI|EDU-027-Medical-Education-AI|EDU-028-Legal-Education-AI|EDU-029-Music-Education-AI|EDU-030-Art-Education-AI|EDU-031-Physical-Education-AI|EDU-032-Environmental-Education-AI|EDU-033-Social-Studies-AI|EDU-034-Math-Education-AI|EDU-035-Science-Education-AI|EDU-036-Reading-Comprehension-AI|EDU-037-Writing-Instruction-AI|EDU-038-Critical-Thinking-AI|EDU-039-Emotional-Intelligence-AI|EDU-040-Time-Management-AI|COMM-001-Luminary-Worldwide-Events|COMM-002-Brotherhood-Coaching-Network|COMM-003-Ace-Senior-Care-Connect|COMM-004-Community-Outreach-Nonprofit|COMM-005-Ace-Food-Security-AI|COMM-006-Community-Technology-Access-AI|COMM-007-Youth-Leadership-AI|COMM-008-Community-Fundraising-AI|COMM-009-Volunteer-Hub-AI|COMM-010-Disaster-Relief-AI|COMM-011-Indigenous-Creator-Hub|COMM-012-Black-Art-Museum-AI|COMM-013-Women-s-Empowerment-Network|COMM-014-Veterans-Support-AI|COMM-015-Youth-Mentorship-Program|COMM-016-Community-Health-AI|COMM-017-Local-Business-Directory|COMM-018-Neighborhood-Watch-AI|COMM-019-Community-Garden-AI|COMM-020-Public-Transportation-AI|COMM-021-Housing-Assistance-AI|COMM-022-Job-Training-Center|COMM-023-Elder-Companion-AI|COMM-024-Youth-Sports-AI|COMM-025-Community-Legal-Aid|COMM-026-Public-Education-AI|COMM-027-Local-Government-AI|COMM-028-Public-Safety-AI|COMM-029-Community-Wellness-AI|COMM-030-Cultural-Exchange-AI|COMM-031-Community-Investment-AI|COMM-032-Public-Health-AI|COMM-033-Youth-Innovation-Hub|COMM-034-Senior-Tech-Support|COMM-035-Community-Arts-AI|COMM-036-Public-Infrastructure-AI|COMM-037-Neighborhood-Development-AI|COMM-038-Community-Policing-AI|COMM-039-Public-Space-AI|COMM-040-Community-Recycling-AI|COMM-041-Public-Wi-Fi-AI|COMM-042-Community-Energy-AI|COMM-043-Local-Food-Network-AI|COMM-044-Community-Volunteering-AI|COMM-045-Public-Childcare-AI|COMM-046-Community-Pet-Care-AI|COMM-047-Public-Fitness-AI|COMM-048-Community-Transportation-AI|COMM-049-Public-Event-AI|COMM-050-Community-Cultural-AI|EM-001-Space-Habitat-AI|EM-002-Fusion-Energy-AI|EM-003-Teleportation-Research-AI|EM-004-Climate-Solutions-AI|EM-005-Holographic-Events-AI|EM-006-Neurofeedback-AI|EM-007-Autonomous-Delivery-AI|EM-008-Gene-Editing-AI|EM-009-Space-Tourism-AI|EM-010-Wearables-AI|EM-011-Metaverse-Hub-AI|EM-012-Energy-Grid-AI|EM-013-Brain-Computer-Interface|EM-014-Ocean-Cleanup-AI|EM-015-Crypto-Trading-AI|EM-016-Synthetic-Media-AI|EM-017-Space-Mining-AI|EM-018-VR-Therapy-AI|EM-019-Weather-Prediction-AI|EM-020-Autonomous-Farming-AI|EM-021-Traffic-Optimizer-AI|EM-022-Smart-Grid-AI|EM-023-Disaster-Prediction-AI|EM-024-Nanotech-AI|EM-025-Personalized-Medicine-AI|EM-026-AI-Diagnostic-Lab|EM-027-Sustainable-Cities-AI|EM-028-Renewable-Energy-AI|EM-029-Climate-Modeling-AI|EM-030-Policy-Advisor-AI|EM-031-Governance-Hub-AI|EM-032-Global-Challenges-AI|EM-033-Space-Exploration-AI|EM-034-Education-Equity-AI|EM-035-Health-Equity-AI|EM-036-Economic-Equity-AI|EM-037-Environmental-Justice-AI|EM-038-Human-Rights-AI|EM-039-Peacebuilding-AI|EM-040-Telemedicine-AI|EM-041-AI-Climate-Adaptation|EM-042-Space-Agriculture-AI|EM-043-Quantum-Communication-AI|EM-044-Robotics-Surgery-AI|EM-045-AI-Disaster-Response|EM-046-Smart-City-Governance|EM-047-AI-Environmental-Monitoring|EM-048-Space-Manufacturing-AI|EM-049-AI-Ocean-Exploration|EM-050-AI-Archaeology|SPEC-001-AI-Auction-House|SPEC-002-Smart-Marina-Management|SPEC-003-AI-Surf-Report|SPEC-004-Private-Chef-AI|SPEC-005-Virtual-Concierge-AI|SPEC-006-Smart-Parking-AI|SPEC-007-AI-Interior-Design|SPEC-008-Personal-Stylist-AI|SPEC-009-Smart-Locker-System|SPEC-010-AI-Fitness-Coach|SPEC-011-Smart-Golf-Caddie|SPEC-012-AI-Nutritionist|SPEC-013-Smart-Hotel-Butler|SPEC-014-AI-Language-Tutor|SPEC-015-Smart-Transportation-AI|SPEC-016-AI-Travel-Planner|SPEC-017-Smart-Agriculture-AI|SPEC-018-AI-Personal-Shopper|SPEC-019-Smart-Home-Security|SPEC-020-AI-Music-Producer|SPEC-021-Smart-Restaurant-AI|SPEC-022-AI-Movie-Critic|SPEC-023-Smart-Museum-Guide|SPEC-024-AI-Sports-Analyst|SPEC-025-Smart-Library-AI|SPEC-026-AI-Art-Curator|SPEC-027-Smart-Fitness-AI|SPEC-028-AI-Poetry-Generator|SPEC-029-Smart-Dating-AI|SPEC-030-AI-Journalism-Tool|SPEC-031-Smart-Legal-AI|SPEC-032-AI-Game-Designer|SPEC-033-Smart-Real-Estate-AI|SPEC-034-AI-Cooking-Assistant|SPEC-035-Smart-Health-AI|SPEC-036-AI-Photography-Tool|SPEC-037-Smart-Writing-AI|SPEC-038-AI-Comedy-Writer|SPEC-039-Smart-Meditation-AI|SPEC-040-AI-Debate-Coach|SPEC-041-Smart-Parenting-AI|SPEC-042-AI-Financial-Advisor|SPEC-043-Smart-Automotive-AI|SPEC-044-AI-Aviation-Planner|SPEC-045-Smart-Maritime-AI|SPEC-046-AI-Weather-Forecast|SPEC-047-Smart-Energy-AI|SPEC-048-AI-Sports-Coach|SPEC-049-Smart-Education-AI|SPEC-050-AI-Language-Translator|FI-dist|FI-node_modules|FI-public|FI-src|FI-supabase|CON-001-ACE-CONSTRUCTION|CON-002-RESIDENTIAL-CONSTRUCTION|CON-003-COMMERCIAL-CONSTRUCTION|CON-004-INDUSTRIAL-CONSTRUCTION|CON-005-CONSTRUCTION-EQUIPMENT-RENTAL|CON-006-CONSTRUCTION-PROJECT-MANAGEMENT|CON-007-GREEN-BUILDING-SERVICES|CON-008-HOME-RENOVATION-SERVICES|CON-009-ROOFING-COMPANY|CON-010-PLUMBING-SERVICES|CON-011-ELECTRICAL-SERVICES|CON-012-HVAC-SERVICES|CON-013-PAINTING-SERVICES|CON-014-FLOORING-SERVICES|CON-015-LANDSCAPING-SERVICES|CON-016-DEMOLITION-SERVICES|CON-017-CONCRETE-SERVICES|CON-018-CARPENTRY-SERVICES|CON-019-WINDOW-INSTALLATION|CON-020-INSULATION-SERVICES|RE-001-PROPERTY-HOLDINGS|OPS-001-VENTURE-STAFFING|PROFILE-001-DIVINE-JOHNS-PORTFOLIO|ET-010-PERSONAL-RESUME|TECH-061-TECH-VENTURES-PORTFOLIO
iza-os-security,,yes,other,COO,COO,tech-team,
iza-os-security-compliance-bot,,yes,shared_services,CFO+COO,CFO+COO,all-sectors,
iza-os-semantic-search,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-smart-contracts,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-specs,,yes,other,COO,COO,tech-team,
iza-os-speech-processing,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-templates,,yes,templates,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
iza-os-tree-of-life,,yes,other,COO,COO,tech-team,
iza-os-web,,yes,other,COO,COO,tech-team,
iza-os-web3-integration,,yes,experimental,POS-TECH-MANAGER,POS-TECH-MANAGER,tech-team,
