venture_number,venture_id,venture_name,canonical_sector_id,canonical_sector_name,opco_id,executive_division,business_archetype,portfolio_horizon,development_stage,github_repo_url,live_front_door_url
605,EM-023,Disaster Prediction Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-023-disaster-prediction-ai,https://worldwidebro.github.io/disaster-prediction-ai/
606,EM-024,Nanotech Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-024-nanotech-ai,https://worldwidebro.github.io/nanotech-ai/
607,EM-025,Personalized Medicine Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-025-personalized-medicine-ai,https://worldwidebro.github.io/personalized-medicine-ai/
608,EM-026,Ai Diagnostic Lab,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-026-ai-diagnostic-lab,https://worldwidebro.github.io/ai-diagnostic-lab/
609,EM-027,Sustainable Cities Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-027-sustainable-cities-ai,https://worldwidebro.github.io/sustainable-cities-ai/
610,EM-028,Renewable Energy Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-028-renewable-energy-ai,https://worldwidebro.github.io/renewable-energy-ai/
611,EM-029,Climate Modeling Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-029-climate-modeling-ai,https://worldwidebro.github.io/climate-modeling-ai/
612,EM-030,Policy Advisor Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-030-policy-advisor-ai,https://worldwidebro.github.io/policy-advisor-ai/
613,EM-031,Governance Hub Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-031-governance-hub-ai,https://worldwidebro.github.io/governance-hub-ai/
614,EM-032,Global Challenges Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-032-global-challenges-ai,https://worldwidebro.github.io/global-challenges-ai/
615,EM-033,Space Exploration Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-033-space-exploration-ai,https://worldwidebro.github.io/space-exploration-ai/
616,EM-034,Education Equity Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-034-education-equity-ai,https://worldwidebro.github.io/education-equity-ai/
617,EM-035,Health Equity Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-035-health-equity-ai,https://worldwidebro.github.io/health-equity-ai/
618,EM-036,Economic Equity Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-036-economic-equity-ai,https://worldwidebro.github.io/economic-equity-ai/
619,EM-037,Environmental Justice Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-037-environmental-justice-ai,https://worldwidebro.github.io/environmental-justice-ai/
620,EM-038,Human Rights Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-038-human-rights-ai,https://worldwidebro.github.io/human-rights-ai/
621,EM-039,Peacebuilding Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-039-peacebuilding-ai,https://worldwidebro.github.io/peacebuilding-ai/
622,EM-040,Telemedicine Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-040-telemedicine-ai,https://worldwidebro.github.io/telemedicine-ai/
623,EM-041,Ai Climate Adaptation,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-041-ai-climate-adaptation,https://worldwidebro.github.io/ai-climate-adaptation/
624,EM-042,Space Agriculture Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-042-space-agriculture-ai,https://worldwidebro.github.io/space-agriculture-ai/
625,EM-043,Quantum Communication Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-043-quantum-communication-ai,https://worldwidebro.github.io/quantum-communication-ai/
626,EM-044,Robotics Surgery Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-044-robotics-surgery-ai,https://worldwidebro.github.io/robotics-surgery-ai/
627,EM-045,Ai Disaster Response,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-045-ai-disaster-response,https://worldwidebro.github.io/ai-disaster-response/
628,EM-046,Smart City Governance,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-046-smart-city-governance,https://worldwidebro.github.io/smart-city-governance/
629,EM-047,Ai Environmental Monitoring,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-047-ai-environmental-monitoring,https://worldwidebro.github.io/ai-environmental-monitoring/
630,EM-048,Space Manufacturing Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-048-space-manufacturing-ai,https://worldwidebro.github.io/space-manufacturing-ai/
631,EM-049,Ai Ocean Exploration,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-049-ai-ocean-exploration,https://worldwidebro.github.io/ai-ocean-exploration/
632,EM-050,Ai Archaeology,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/em-050-ai-archaeology,https://worldwidebro.github.io/ai-archaeology/
633,SPEC-001,Ai Auction House,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/spec-001-ai-auction-house,https://worldwidebro.github.io/ai-auction-house/
634,V-0634,Smart Marina Management,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-marina-management/
635,V-0635,Ai Surf Report,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-surf-report/
636,V-0636,Private Chef Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/get-convex/chef,https://worldwidebro.github.io/private-chef-ai/
637,V-0637,Virtual Concierge Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
638,V-0638,Smart Parking Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-parking-ai/
639,V-0639,Ai Interior Design,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-interior-design/
640,V-0640,Personal Stylist Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/personal-stylist-ai/
641,V-0641,Smart Locker System,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-locker-system/
642,V-0642,Ai Fitness Coach,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-fitness-coach/
643,V-0643,Smart Golf Caddie,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-golf-caddie/
644,V-0644,Ai Nutritionist,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-nutritionist/
645,V-0645,Smart Hotel Butler,SEC-013,Hospitality & Travel,OpCo-013,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-hotel-butler/
646,V-0646,Ai Language Tutor,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
647,V-0647,Smart Transportation Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-transportation-ai/
648,V-0648,Ai Travel Planner,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
649,SPEC-017,Smart Agriculture Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/spec-017-smart-agriculture-ai,https://worldwidebro.github.io/smart-agriculture-ai/
650,SPEC-018,Ai Personal Shopper,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/spec-018-ai-personal-shopper,https://worldwidebro.github.io/ai-personal-shopper/
651,SPEC-019,Smart Home Security,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/spec-019-smart-home-security,https://worldwidebro.github.io/smart-home-security/
652,V-0652,Ai Music Producer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-music-producer/
653,V-0653,Smart Restaurant Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-restaurant-ai/
654,V-0654,Ai Movie Critic,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
655,V-0655,Smart Museum Guide,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-museum-guide/
656,V-0656,Ai Sports Analyst,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-sports-analyst/
657,V-0657,Smart Library Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-library-ai/
658,V-0658,Ai Art Curator,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
659,V-0659,Smart Fitness Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-fitness-ai/
660,V-0660,Ai Poetry Generator,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/python-poetry/poetry,https://worldwidebro.github.io/ai-poetry-generator/
661,V-0661,Smart Dating Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-dating-ai/
662,V-0662,Ai Journalism Tool,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-journalism-tool/
663,V-0663,Smart Legal Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-legal-ai/
664,V-0664,Ai Game Designer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H2: Fast-Follow Feeders,growth,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-game-designer/
665,V-0665,Smart Real Estate Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-real-estate-ai/
666,V-0666,Ai Cooking Assistant,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-cooking-assistant/
667,V-0667,Smart Health Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-health-ai/
668,V-0668,Ai Photography Tool,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
669,V-0669,Smart Writing Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-writing-ai/
670,SPEC-038,Ai Comedy Writer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/spec-038-ai-comedy-writer,https://worldwidebro.github.io/ai-comedy-writer/
671,V-0671,Smart Meditation Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-meditation-ai/
672,V-0672,Ai Debate Coach,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
673,V-0673,Smart Parenting Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-parenting-ai/
674,V-0674,Ai Financial Advisor,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-financial-advisor/
675,V-0675,Smart Automotive Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-automotive-ai/
676,V-0676,Ai Aviation Planner,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,,NONE / DRAFTED
677,V-0677,Smart Maritime Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-maritime-ai/
678,V-0678,Ai Weather Forecast,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-weather-forecast/
679,V-0679,Smart Energy Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-energy-ai/
680,V-0680,Ai Sports Coach,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-sports-coach/
681,V-0681,Smart Education Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/smart-education-ai/
682,V-0682,Ai Language Translator,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/ai-language-translator/
683,LT-024,Dist,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/Worldwidebro/lt-024-distribution-company,https://worldwidebro.github.io/dist/
684,V-0684,Node_Modules,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/node_modules/
685,COMM-049,Public,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/comm-049-public-event-ai,https://worldwidebro.github.io/public/
686,V-0686,Src,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/src/
687,V-0687,Supabase,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/supabase/
688,V-0688,Unknown,SEC-024,Technology & Software,OpCo-024,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,unknown,,NONE / DRAFTED
689,FIN-001,GenixBank Lite,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-001-genixbank-lite,https://worldwidebro.github.io/genixbank-lite/
690,FIN-002,Credit Repair Automation,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-002-credit-repair-automation,https://worldwidebro.github.io/credit-repair-automation/
691,FIN-003,AI Boss Hub Lite,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite,https://worldwidebro.github.io/ai-boss-hub-lite/
692,FIN-004,GenixBanks AI Treasurer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer,https://worldwidebro.github.io/genixbanks-ai-treasurer/
693,FIN-005,U-Haul Rental Affiliate,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,MVP,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate,https://worldwidebro.github.io/u-haul-rental-affiliate/
694,V-0694,Tax Prep & Filing Services,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/zquestz/s,https://worldwidebro.github.io/tax-prep-and-filing-services/
695,FIN-007,Business Credit Building,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-007-business-credit-building,https://worldwidebro.github.io/business-credit-building/
696,FIN-008,Business Formation Services,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,MVP,https://github.com/Worldwidebro/fin-008-business-formation-services,https://worldwidebro.github.io/business-formation-services/
697,FIN-009,Crypto Tax Optimizer,SEC-034,Decentralized & Web3,OpCo-034,02. Finance & Capital,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer,https://worldwidebro.github.io/crypto-tax-optimizer/
698,FIN-010,AI-Powered Garbage Collection,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection,https://worldwidebro.github.io/ai-powered-garbage-collection/
699,FIN-011,Automated Bookkeeping,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-011-automated-bookkeeping,https://worldwidebro.github.io/automated-bookkeeping/
700,FIN-012,Invoice Factoring AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai,https://worldwidebro.github.io/invoice-factoring-ai/
701,FIN-013,Charity Donation AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-013-charity-donation-ai,https://worldwidebro.github.io/charity-donation-ai/
702,FIN-014,Expense Tracker AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-014-expense-tracker-ai,https://worldwidebro.github.io/expense-tracker-ai/
703,FIN-015,Financial Wellness Coach,SEC-001,Beauty & Wellness,OpCo-001,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,MVP,https://github.com/Worldwidebro/fin-015-financial-wellness-coach,https://worldwidebro.github.io/financial-wellness-coach/
704,FIN-016,Trade Finance AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-016-trade-finance-ai,https://worldwidebro.github.io/trade-finance-ai/
705,FIN-017,Remittance AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-017-remittance-ai,https://worldwidebro.github.io/remittance-ai/
706,FIN-018,Wealth Transfer AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai,https://worldwidebro.github.io/wealth-transfer-ai/
707,FIN-019,Payment Gateway AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-019-payment-gateway-ai,https://worldwidebro.github.io/payment-gateway-ai/
708,FIN-020,Debt Consolidation AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai,https://worldwidebro.github.io/debt-consolidation-ai/
709,FIN-021,Tax Deduction Finder,SEC-008,Financial Services,OpCo-008,02. Finance & Capital,Contract Cash Flow (B2B Services),H2: Fast-Follow Feeders,Ideation,https://github.com/Worldwidebro/fin-021-tax-deduction-finder,https://worldwidebro.github.io/tax-deduction-finder/
710,FIN-022,Budget Forecasting AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai,https://worldwidebro.github.io/budget-forecasting-ai/
711,FIN-023,Investment Portfolio AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai,https://worldwidebro.github.io/investment-portfolio-ai/
712,FIN-024,Crowdfunding AI,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,Ideation,https://github.com/Worldwidebro/fin-024-crowdfunding-ai,https://worldwidebro.github.io/crowdfunding-ai/
