venture_id,name,sector,opco,revenue_model,pricing_range,basis
EM-018-VR-Therapy-AI,Vr Therapy Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-019-Weather-Prediction-AI,Weather Prediction Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-022-Smart-Grid-AI,Smart Grid Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-024-Nanotech-AI,Nanotech Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-028-Renewable-Energy-AI,Renewable Energy Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-029-Climate-Modeling-AI,Climate Modeling Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-030-Policy-Advisor-AI,Policy Advisor Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-031-Governance-Hub-AI,Governance Hub Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-032-Global-Challenges-AI,Global Challenges Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-033-Space-Exploration-AI,Space Exploration Ai,emerging,EMERGING,Membership / per-session fee,$29-99/month membership or per-session,keyword match: spa
EM-034-Education-Equity-AI,Education Equity Ai,emerging,EMERGING,Course fee or subscription,$19-99 one-time or /month,keyword match: education
EM-035-Health-Equity-AI,Health Equity Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-036-Economic-Equity-AI,Economic Equity Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-037-Environmental-Justice-AI,Environmental Justice Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-038-Human-Rights-AI,Human Rights Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-039-Peacebuilding-AI,Peacebuilding Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-040-Telemedicine-AI,Telemedicine Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-042-Space-Agriculture-AI,Space Agriculture Ai,emerging,EMERGING,Membership / per-session fee,$29-99/month membership or per-session,keyword match: spa
EM-043-Quantum-Communication-AI,Quantum Communication Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-045-AI-Disaster-Response,Ai Disaster Response,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-046-Smart-City-Governance,Smart City Governance,emerging,EMERGING,Subscription SaaS,$29-99/month,sector default: emerging
EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,emerging,EMERGING,Membership / per-session fee,$29-99/month membership or per-session,keyword match: spa
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
EM-050-AI-Archaeology,Ai Archaeology,emerging,EMERGING,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-001-AI-Auction-House,Ai Auction House,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-002-Smart-Marina-Management,Smart Marina Management,specialized,SPECIALIZED,Project / consulting fee,quoted per engagement,sector default: specialized
SPEC-003-AI-Surf-Report,Ai Surf Report,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-004-Private-Chef-AI,Private Chef Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-005-Virtual-Concierge-AI,Virtual Concierge Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-006-Smart-Parking-AI,Smart Parking Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-007-AI-Interior-Design,Ai Interior Design,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-008-Personal-Stylist-AI,Personal Stylist Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-009-Smart-Locker-System,Smart Locker System,specialized,SPECIALIZED,Project / consulting fee,quoted per engagement,sector default: specialized
SPEC-010-AI-Fitness-Coach,Ai Fitness Coach,specialized,SPECIALIZED,Course fee or subscription,$19-99 one-time or /month,keyword match: coach
SPEC-011-Smart-Golf-Caddie,Smart Golf Caddie,specialized,SPECIALIZED,Project / consulting fee,quoted per engagement,sector default: specialized
SPEC-012-AI-Nutritionist,Ai Nutritionist,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-013-Smart-Hotel-Butler,Smart Hotel Butler,specialized,SPECIALIZED,Project / consulting fee,quoted per engagement,sector default: specialized
SPEC-014-AI-Language-Tutor,Ai Language Tutor,specialized,SPECIALIZED,Course fee or subscription,$19-99 one-time or /month,keyword match: tutor
SPEC-015-Smart-Transportation-AI,Smart Transportation Ai,specialized,SPECIALIZED,Per-shipment / per-route fee,"B2B SaaS, per-route or per-unit fee",keyword match: transport
SPEC-016-AI-Travel-Planner,Ai Travel Planner,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-017-Smart-Agriculture-AI,Smart Agriculture Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-018-AI-Personal-Shopper,Ai Personal Shopper,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-019-Smart-Home-Security,Smart Home Security,specialized,SPECIALIZED,Project / consulting fee,quoted per engagement,sector default: specialized
SPEC-020-AI-Music-Producer,Ai Music Producer,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-021-Smart-Restaurant-AI,Smart Restaurant Ai,specialized,SPECIALIZED,Transaction commission / SaaS,2-4% per order or $49-149/month POS SaaS,keyword match: restaurant
SPEC-022-AI-Movie-Critic,Ai Movie Critic,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-023-Smart-Museum-Guide,Smart Museum Guide,specialized,SPECIALIZED,Project / consulting fee,quoted per engagement,sector default: specialized
SPEC-024-AI-Sports-Analyst,Ai Sports Analyst,specialized,SPECIALIZED,Membership subscription,$29-79/month,keyword match: sports
SPEC-025-Smart-Library-AI,Smart Library Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-026-AI-Art-Curator,Ai Art Curator,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-027-Smart-Fitness-AI,Smart Fitness Ai,specialized,SPECIALIZED,Membership subscription,$29-79/month,keyword match: fitness
SPEC-028-AI-Poetry-Generator,Ai Poetry Generator,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-029-Smart-Dating-AI,Smart Dating Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-030-AI-Journalism-Tool,Ai Journalism Tool,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-031-Smart-Legal-AI,Smart Legal Ai,specialized,SPECIALIZED,Per-document fee or subscription,$29-79 / month or per-document,keyword match: legal
SPEC-032-AI-Game-Designer,Ai Game Designer,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-033-Smart-Real-Estate-AI,Smart Real Estate Ai,specialized,SPECIALIZED,Transaction commission,1-3% of transaction value,keyword match: real estate
SPEC-034-AI-Cooking-Assistant,Ai Cooking Assistant,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-035-Smart-Health-AI,Smart Health Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-036-AI-Photography-Tool,Ai Photography Tool,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-037-Smart-Writing-AI,Smart Writing Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-038-AI-Comedy-Writer,Ai Comedy Writer,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-039-Smart-Meditation-AI,Smart Meditation Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-040-AI-Debate-Coach,Ai Debate Coach,specialized,SPECIALIZED,Course fee or subscription,$19-99 one-time or /month,keyword match: coach
SPEC-041-Smart-Parenting-AI,Smart Parenting Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-042-AI-Financial-Advisor,Ai Financial Advisor,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-043-Smart-Automotive-AI,Smart Automotive Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-044-AI-Aviation-Planner,Ai Aviation Planner,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-045-Smart-Maritime-AI,Smart Maritime Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-046-AI-Weather-Forecast,Ai Weather Forecast,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-047-Smart-Energy-AI,Smart Energy Ai,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
SPEC-048-AI-Sports-Coach,Ai Sports Coach,specialized,SPECIALIZED,Course fee or subscription,$19-99 one-time or /month,keyword match: coach
SPEC-049-Smart-Education-AI,Smart Education Ai,specialized,SPECIALIZED,Course fee or subscription,$19-99 one-time or /month,keyword match: education
SPEC-050-AI-Language-Translator,Ai Language Translator,specialized,SPECIALIZED,Subscription SaaS,$29-99/month,keyword match: ai
FI-dist,Dist,financial,FINANCIAL,Subscription SaaS,$49-149/month,sector default: financial
FI-node_modules,Node_Modules,financial,FINANCIAL,Subscription SaaS,$49-149/month,sector default: financial
FI-public,Public,financial,FINANCIAL,Subscription SaaS,$49-149/month,sector default: financial
FI-src,Src,financial,FINANCIAL,Subscription SaaS,$49-149/month,sector default: financial
FI-supabase,Supabase,financial,FINANCIAL,Subscription SaaS,$49-149/month,sector default: financial
CON-001-ACE-CONSTRUCTION,Ace Construction,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: construction
CON-002-RESIDENTIAL-CONSTRUCTION,Residential Construction,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: construction
CON-003-COMMERCIAL-CONSTRUCTION,Commercial Construction,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: construction
CON-004-INDUSTRIAL-CONSTRUCTION,Industrial Construction,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: construction
CON-005-CONSTRUCTION-EQUIPMENT-RENTAL,Construction Equipment Rental,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: construction
CON-006-CONSTRUCTION-PROJECT-MANAGEMENT,Construction Project Management,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: construction
CON-007-GREEN-BUILDING-SERVICES,Green Building Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-008-HOME-RENOVATION-SERVICES,Home Renovation Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-009-ROOFING-COMPANY,Roofing Company,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: roofing
CON-010-PLUMBING-SERVICES,Plumbing Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: plumbing
CON-011-ELECTRICAL-SERVICES,Electrical Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,keyword match: electrical
CON-012-HVAC-SERVICES,HVAC Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-013-PAINTING-SERVICES,Painting Services,construction,CONSTRUCTION,Subscription SaaS,$29-99/month,keyword match: ai
CON-014-FLOORING-SERVICES,Flooring Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-015-LANDSCAPING-SERVICES,Landscaping Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-016-DEMOLITION-SERVICES,Demolition Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-017-CONCRETE-SERVICES,Concrete Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-018-CARPENTRY-SERVICES,Carpentry Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-019-WINDOW-INSTALLATION,Window Installation,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
CON-020-INSULATION-SERVICES,Insulation Services,construction,CONSTRUCTION,Project fee / margin,10-20% margin on job value,sector default: construction
RE-001-PROPERTY-HOLDINGS,Property Holdings,real-estate,REAL-ESTATE,Transaction commission,1-3% of transaction value,keyword match: property
OPS-001-VENTURE-STAFFING,Venture Staffing Operations,operations,OPERATIONS,Placement fee,15-25% of first-year salary,keyword match: staffing
PROFILE-001-DIVINE-JOHNS-PORTFOLIO,Divine Johns Portfolio,media-content,MEDIA-CONTENT,AUM / management fee,0.25-1% of assets managed,keyword match: portfolio
ET-010-PERSONAL-RESUME,Personal Resume,education-training,EDUCATION-TRAINING,Course fee or subscription,$19-99 one-time or /month,sector default: education-training
TECH-061-TECH-VENTURES-PORTFOLIO,Tech Ventures Portfolio,technology,TECHNOLOGY,AUM / management fee,0.25-1% of assets managed,keyword match: portfolio
